,S042_Fm,S042_F,S042_h,S042_T,S042_P,B002_Fm,B002_F,B002_h,B002_T,B002_P,G012_Fm,G012_F,G012_T,G012_P,G012_F[O2],G012_F[NO],G012_F[N2],G012_F[SO2],G012_F[CO2],G012_F[H2O],G013_Fm,G013_F,G013_T,G013_P,G013_F[O2],G013_F[NO],G013_F[N2],G013_F[SO2],G013_F[CO2],G013_F[H2O],ECON_Q,termination,bin_no,bin_power
20,424.4922124737944,23562.89841033802,14961.947816324335,465.84430849774805,24580103.553027827,424.4922124737944,23562.89841033802,19648.6780978659,523.8833827492588,23983129.12733534,457.5379063362832,15439.535029799421,710.0992170995096,99798.0882222102,381.35651523604577,9.26372101787965,11439.15150357839,30.879070059598842,2237.188625817936,1341.6955940895696,457.5379063362832,15439.535029799421,494.99407161922124,100264.14481154676,381.35651523604577,9.26372101787965,11439.15150357839,30.879070059598842,2237.188625817936,1341.6955940895696,110432949.50061885,optimal,22.0,562500000.0
21,411.95038697833417,22866.72130426694,15870.59794798115,477.37554160093396,24579220.44190889,411.95038697833417,22866.72130426694,20549.707660288528,534.5291475487694,23983059.749354832,456.65487107699795,15409.737162498206,704.1480326008625,100126.91117873642,380.6205079137058,9.245842297498925,11417.074263694922,30.819474324996417,2232.8709148459902,1339.1061594210942,456.65487107699795,15409.737162498206,495.1640831687778,98716.29305014171,380.6205079137058,9.245842297498925,11417.074263694922,30.819474324996417,2232.8709148459902,1339.1061594210942,106995897.74342136,optimal,22.0,562500000.0
22,413.74062997718187,22966.094891513305,15252.507527634558,469.54403179375106,24579990.135919906,413.74062997718187,22966.094891513305,20381.23450512531,532.5534384354457,23983538.31447064,458.6237687197253,15476.17726222327,709.8298761809825,100414.17098841927,382.2615783769148,9.28570635733396,11466.299733581222,30.95235452444654,2242.4980852961517,1344.879804087202,458.6237687197253,15476.17726222327,480.4786739793528,98979.34194725177,382.2615783769148,9.28570635733396,11466.299733581222,30.95235452444654,2242.4980852961517,1344.879804087202,117786830.43771687,optimal,22.0,562500000.0
23,393.2031394880566,21826.090934365526,14908.602233806687,465.1637152840618,24581170.88526102,393.2031394880566,21826.090934365526,19913.134051422538,527.0278143459648,23983923.040206835,455.4162621621418,15367.94052562002,703.4345390185815,100253.38681128544,379.58813098281456,9.220764315372012,11386.107135431874,30.735881051240042,2226.814582162341,1335.4740316763796,455.4162621621418,15367.94052562002,489.3140053080297,100542.0038159733,379.58813098281456,9.220764315372012,11386.107135431874,30.735881051240042,2226.814582162341,1335.4740316763796,109229366.53520879,optimal,22.0,562500000.0
24,397.3285599052575,22055.086565696314,15238.511339449713,469.3660908607617,24579874.970967542,397.3285599052575,22055.086565696314,20282.1468940634,531.3881811805898,23982724.838938862,461.3141132898632,15566.962459815935,701.0745734784116,100490.82766432062,384.5039727574536,9.34017747588956,11533.562486477627,31.13392491963187,2255.652860427329,1352.7690377580047,461.3141132898632,15566.962459815935,485.62384425238497,100704.29305974022,384.5039727574536,9.34017747588956,11533.562486477627,31.13392491963187,2255.652860427329,1352.7690377580047,111237818.76282862,optimal,22.0,562500000.0
25,415.9600399413474,23089.290865384683,15802.44994094908,476.51451632455894,24581513.671021868,415.9600399413474,23089.290865384683,20595.949475522495,535.0701853491663,23984041.85760241,456.08630246174914,15390.550916002763,703.7861769224919,100326.14774257857,380.1466076252683,9.234330549601657,11402.859173666448,30.781101832005525,2230.0908277288004,1337.43887460064,456.08630246174914,15390.550916002763,487.0882111857646,100901.80548906981,380.1466076252683,9.234330549601657,11402.859173666448,30.781101832005525,2230.0908277288004,1337.43887460064,110678505.01685558,optimal,22.0,562500000.0
26,405.7534446860592,22522.738735454524,15642.674806278728,474.4938462741534,24580461.975323528,405.7534446860592,22522.738735454524,20499.46404682516,533.9406673137557,23983440.552922577,457.9742218435552,15454.258418758633,705.3538060240579,99287.36679655172,381.72018294333816,9.272555051255175,11450.060062458268,30.908516837517258,2239.3220448781253,1342.9750565901247,457.9742218435552,15454.258418758633,492.26388966080555,99366.19121624333,381.72018294333816,9.272555051255175,11450.060062458268,30.908516837517258,2239.3220448781253,1342.9750565901247,109388195.15794186,optimal,22.0,562500000.0
27,415.3078183493417,23053.087065498934,15736.033591903753,475.67529741028005,24578231.945012882,415.3078183493417,23053.087065498934,20413.633192781497,532.9339294090158,23983322.72292385,456.9583897841431,15419.979347126562,703.1931655123619,100258.9717560599,380.8734898740262,9.251987608275938,11424.66269828607,30.839958694253127,2234.3550073986394,1339.9962052652982,456.9583897841431,15419.979347126562,492.6114073068327,99597.12798370495,380.8734898740262,9.251987608275938,11424.66269828607,30.839958694253127,2234.3550073986394,1339.9962052652982,107833110.85650046,optimal,22.0,562500000.0
28,416.5831899269527,23123.88094589441,15245.436191774754,469.45425712719566,24578829.747844722,416.5831899269527,23123.88094589441,19721.714955520714,524.7534509914274,23981876.126524914,457.47417156353214,15437.384311262487,696.8876183969419,100755.17635088899,381.30339248818353,9.262430586757493,11437.55803621438,30.874768622524982,2236.8769867019346,1341.5086966487102,457.47417156353214,15437.384311262487,494.8607208337386,99920.03094648631,381.30339248818353,9.262430586757493,11437.55803621438,30.874768622524982,2236.8769867019346,1341.5086966487102,103508937.2134969,optimal,22.0,562500000.0
29,426.9800988295697,23700.997088558695,15153.94677733746,468.2901815085309,24581221.468874577,426.9800988295697,23700.997088558695,19752.110171463217,525.1151452428375,23982541.034548387,462.69834925492415,15613.67325552509,698.3368443279847,100137.4066552673,385.65772941146975,9.368203953315051,11568.170515018539,31.227346511050175,2262.421254725585,1356.8282059051298,462.69834925492415,15613.67325552509,487.872004994189,100045.03047597126,385.65772941146975,9.368203953315051,11568.170515018539,31.227346511050175,2262.421254725585,1356.8282059051298,108981057.21689174,optimal,22.0,562500000.0
30,402.7850951689728,22357.97029904463,15449.959040530064,472.07833890501945,24335891.1862889,402.7850951689728,22357.97029904463,20506.214609642273,534.0225986861352,23742814.610867184,460.2144499230108,15529.854515668843,709.2854487562047,100248.7658470746,383.58740653702046,9.317912709401305,11506.069210659047,31.059709031337686,2250.275919320415,1349.5443574116223,460.2144499230108,15529.854515668843,490.1982694363361,99535.64977240517,383.58740653702046,9.317912709401305,11506.069210659047,31.059709031337686,2250.275919320415,1349.5443574116223,113047611.83858971,optimal,21.0,557500000.0
31,404.7994916259669,22469.78629396639,15232.252362239498,469.3137137577089,24337472.30109615,404.7994916259669,22469.78629396639,20094.48858871594,529.1801536402357,23743662.283261627,459.37882573128627,15501.656526384873,700.1159640631315,99263.28779042701,382.8909162017065,9.300993915830924,11485.177320398554,31.003313052769755,2246.1900306731686,1347.0939521428456,459.37882573128627,15501.656526384873,487.6474388527194,100469.74956546527,382.8909162017065,9.300993915830924,11485.177320398554,31.003313052769755,2246.1900306731686,1347.0939521428456,109253408.91970713,optimal,21.0,557500000.0
32,379.38029159801573,21058.806279892164,15391.444322432038,471.3357733057568,24337594.756936233,379.38029159801573,21058.806279892164,20470.03489745477,533.5987499224208,23742572.221684728,454.2781337024241,15329.534583775921,700.6019537471631,99852.75244618268,378.63950421926535,9.197720750265553,11357.65217311958,30.659069167551845,2221.249561189131,1332.1365553301275,454.2781337024241,15329.534583775921,490.3726470953754,100092.73029274383,378.63950421926535,9.197720750265553,11357.65217311958,30.659069167551845,2221.249561189131,1332.1365553301275,106949055.0942899,optimal,21.0,557500000.0
33,421.61485805796,23403.18096959692,15743.231048318794,475.7918292313465,24335712.590690274,421.61485805796,23403.18096959692,20325.98729414003,531.9079679447242,23744105.652364086,460.9400382782055,15554.339365278245,707.0968501947775,100569.48883099142,384.1921823223726,9.332603619166946,11524.21003573465,31.108678730556488,2253.8237740288178,1351.6720908426792,460.9400382782055,15554.339365278245,499.7805694187588,100570.39125962758,384.1921823223726,9.332603619166946,11524.21003573465,31.108678730556488,2253.8237740288178,1351.6720908426792,107251073.76050489,optimal,21.0,557500000.0
34,400.09110253921773,22208.430984098926,14851.258968189106,464.4603985358069,24337556.46921436,400.09110253921773,22208.430984098926,19636.034366964886,523.7406401233987,23743821.32534353,460.25127881059393,15531.097299910487,703.715670122456,100329.2816213847,383.61810330778906,9.31865837994629,11506.98998950368,31.06219459982097,2250.4559987570296,1349.6523553622212,460.25127881059393,15531.097299910487,497.8500341868828,98797.04977918489,383.61810330778906,9.31865837994629,11506.98998950368,31.06219459982097,2250.4559987570296,1349.6523553622212,106262354.2180902,optimal,21.0,557500000.0
35,398.90002526073755,22142.316148332833,15611.081895865593,474.1198125310984,24337886.079042405,398.90002526073755,22142.316148332833,20603.890530845772,535.1652314354837,23745320.77213758,458.44871461066083,15470.270092540535,699.3679645218976,99256.69505100191,382.11567128575126,9.28216205552432,11461.923111563283,30.940540185081073,2241.6421364091234,1344.3664710417725,458.44871461066083,15470.270092540535,483.8007495432355,100237.97682136533,382.11567128575126,9.28216205552432,11461.923111563283,30.940540185081073,2241.6421364091234,1344.3664710417725,110552347.26385728,optimal,21.0,557500000.0
36,406.73482410288767,22577.213571084525,16111.347984420197,480.435212670044,24336800.964721974,406.73482410288767,22577.213571084525,21036.693940819245,540.1990300098487,23741946.75488039,458.92500923092535,15486.34256953586,701.3471557627878,99634.24915823342,382.51266146753574,9.291805541721514,11473.831209769118,30.972685139071714,2243.9710383257457,1345.7631692926657,458.92500923092535,15486.34256953586,484.83216325806114,100211.26070557875,382.51266146753574,9.291805541721514,11473.831209769118,30.972685139071714,2243.9710383257457,1345.7631692926657,111200587.56909388,optimal,21.0,557500000.0
37,394.9357569435263,21922.265817879394,15196.500036343736,468.85909097573915,24337614.965575382,394.9357569435263,21922.265817879394,20122.94338297679,529.5161650883392,23742529.179509807,456.3399321030546,15399.109603003995,695.6858891136686,99738.77420282805,380.35800719419876,9.239465761802396,11409.200304865659,30.79821920600799,2231.3309814752793,1338.182624501047,456.3399321030546,15399.109603003995,484.0208447845983,100519.30414981222,380.35800719419876,9.239465761802396,11409.200304865659,30.79821920600799,2231.3309814752793,1338.182624501047,107998800.58161306,optimal,21.0,557500000.0
