,BFW_Fm,BFW_F,BFW_h,BFW_T,BFW_P,BFW_F[H2O],ECON_OUT_Fm,ECON_OUT_F,ECON_OUT_h,ECON_OUT_T,ECON_OUT_P,ECON_OUT_F[H2O],FG_2_AIRPH_Fm,FG_2_AIRPH_F,FG_2_AIRPH_h,FG_2_AIRPH_T,FG_2_AIRPH_P,FG_2_AIRPH_F[O2],FG_2_AIRPH_F[NO],FG_2_AIRPH_F[N2],FG_2_AIRPH_F[SO2],FG_2_AIRPH_F[CO2],FG_2_AIRPH_F[H2O],FG_2_ECON_Fm,FG_2_ECON_F,FG_2_ECON_h,FG_2_ECON_T,FG_2_ECON_P,FG_2_ECON_F[O2],FG_2_ECON_F[NO],FG_2_ECON_F[N2],FG_2_ECON_F[SO2],FG_2_ECON_F[CO2],FG_2_ECON_F[H2O],ECON_Q,termination,bin_no,bin_power
0,507.26442246113226,28157.454253341177,15314.526069598609,470.0696346476585,26921593.052197795,28157.454253341177,507.26442246113226,28157.454253341177,20132.867987560156,529.5744365345437,26247853.031979878,28157.454253341177,589.4439045285998,19890.706466031552,-72472.1047413791,492.1356618030969,98913.35808986446,491.3004497109795,11.934423879618931,14737.02442068278,39.781412932063105,2882.163366927972,1728.502391898142,589.4439045285998,19890.706466031552,-65651.21869775599,697.7051613288322,99731.31316956625,491.3004497109795,11.934423879618931,14737.02442068278,39.781412932063105,2882.163366927972,1728.502391898142,135672242.1319584,optimal,24.0,592500000.0
1,465.31441384894043,25828.874924449712,15058.350378117446,466.802358646594,26923567.635916688,25828.874924449712,465.31441384894043,25828.874924449712,20337.56413276691,531.9980579202817,26246198.23962274,25828.874924449712,588.6058789884291,19862.427405204042,-72605.79914768874,487.98676381652456,101270.58460391287,490.6019569085399,11.917456443122422,14716.072464515673,39.724854810408075,2878.065731014065,1726.044941512231,588.6058789884291,19862.427405204042,-65740.76956260642,695.0816008632801,99313.68956257243,490.6019569085399,11.917456443122422,14716.072464515673,39.724854810408075,2878.065731014065,1726.044941512231,136356151.7682756,optimal,24.0,592500000.0
2,491.4465784238822,27279.43048478193,15017.074919314562,466.27523646292514,26922941.813560147,27279.43048478193,491.4465784238822,27279.43048478193,19963.862306763982,527.5661338915129,26247503.43685613,27279.43048478193,580.9269514065895,19603.303011295113,-72429.65122102604,493.4521735851865,99639.84451052597,484.20158437898937,11.761981806777067,14524.087201068549,39.20660602259023,2840.5186063366623,1703.5270316815452,580.9269514065895,19603.303011295113,-65545.83462230444,700.7901822717496,100713.53391035853,484.20158437898937,11.761981806777067,14524.087201068549,39.20660602259023,2840.5186063366623,1703.5270316815452,134945542.65892246,optimal,24.0,592500000.0
3,448.65111460660364,24903.92126054125,14708.024829014907,462.32101876259554,26922454.07302065,24903.92126054125,448.65111460660364,24903.92126054125,20239.69501324049,530.8404986429924,26247083.517456997,24903.92126054125,587.376253871187,19820.933868529195,-72426.07723312959,493.5629846727185,100511.81342492842,489.57706655267117,11.892560321117516,14685.329903193282,39.64186773705839,2872.0533175498804,1722.4391531751871,587.376253871187,19820.933868529195,-65475.835654150935,702.8379057013037,99556.76098529536,489.57706655267117,11.892560321117516,14685.329903193282,39.64186773705839,2872.0533175498804,1722.4391531751871,137760278.7072376,optimal,24.0,592500000.0
4,505.80026664564826,28076.181255337036,15041.43439924271,466.5865094140197,26921977.89145616,28076.181255337036,505.80026664564826,28076.181255337036,19902.538559575914,526.8357770682155,26248582.68152225,28076.181255337036,584.4963586365441,19723.752185378165,-72414.03739260683,493.93625494122256,99602.30486311315,487.17667897884076,11.834251311226897,14613.32799414668,39.44750437075633,2857.971691661296,1713.9940649093624,584.4963586365441,19723.752185378165,-65494.398562031485,702.294984494146,100384.93321111306,487.17667897884076,11.834251311226897,14613.32799414668,39.44750437075633,2857.971691661296,1713.9940649093624,136481241.506588,optimal,25.0,597500000.0
5,491.77744821790134,27297.796549257146,15278.62733263103,469.6122654327906,26922206.01083521,27297.796549257146,491.77744821790134,27297.796549257146,20046.969367541642,528.554517449143,26247589.252378356,27297.796549257146,585.1964460566181,19747.376542617705,-72480.5097629405,491.87496292419524,99741.06671679193,487.76020060265745,11.848425925570623,14630.831280425458,39.494753085235416,2861.3948610253055,1716.0470215534785,585.1964460566181,19747.376542617705,-65888.98959491489,690.735076927616,100610.40715188325,487.76020060265745,11.848425925570623,14630.831280425458,39.494753085235416,2861.3948610253055,1716.0470215534785,130165230.74626076,optimal,24.0,592500000.0
6,519.1164687992805,28815.342797851627,14827.325902327168,463.84906971412414,26921010.23608553,28815.342797851627,519.1164687992805,28815.342797851627,19544.3191127113,522.5529065739903,26248119.01685579,28815.342797851627,586.0339933445249,19775.63946488593,-72464.21208640213,492.3804524703732,99772.90500305907,488.4582947826826,11.865383678931558,14651.771279533988,39.55127892977187,2865.4901584619715,1718.5030694985874,586.0339933445249,19775.63946488593,-65591.01961271737,699.4677512390319,99274.1508964357,488.4582947826826,11.865383678931558,14651.771279533988,39.55127892977187,2865.4901584619715,1718.5030694985874,135921776.33235738,optimal,25.0,597500000.0
7,518.4020872476143,28775.68859588162,14789.393454352221,463.36324606253487,26922845.623282053,28775.68859588162,518.4020872476143,28775.68859588162,19707.15800258735,524.5033560941571,26247239.16161992,28775.68859588162,593.5986365327406,20030.907347072953,-72402.01110475798,494.3090686622009,99983.06642158378,494.76341147270205,12.018544408243772,14840.899253446352,40.06181469414591,2902.4784745908714,1740.6858484606396,593.5986365327406,20030.907347072953,-65337.3255777412,706.8864733227256,100862.01671178253,494.76341147270205,12.018544408243772,14840.899253446352,40.06181469414591,2902.4784745908714,1740.6858484606396,141512061.2278806,optimal,24.0,592500000.0
8,502.79325823220006,27909.266924088886,14942.577731456744,465.32320996191476,26922504.026671696,27909.266924088886,502.79325823220006,27909.266924088886,19555.285614884608,522.6845315677368,26245794.8961826,27909.266924088886,583.2168067688721,19680.573877124585,-72333.43754815348,496.43414635089124,99769.9954042443,486.1101747649772,11.80834432627475,14581.337185561604,39.36114775424917,2851.715154795352,1710.241869922126,583.2168067688721,19680.573877124585,-65792.09905034305,693.5769587858483,100637.18744743793,486.1101747649772,11.80834432627475,14581.337185561604,39.36114775424917,2851.715154795352,1710.241869922126,128737295.5614373,optimal,25.0,597500000.0
9,508.50087635338724,28226.08787392631,15205.261749706771,468.67730465842226,26920920.75400866,28226.08787392631,508.50087635338724,28226.08787392631,19825.293379954837,525.9147147430747,26246168.728115696,28226.08787392631,582.6190237618036,19660.40176874815,-72356.01926772323,495.7344752588863,99825.36508477447,485.61192368807934,11.796241061248889,14566.391670465506,39.320803537496296,2848.792216291607,1708.488913704214,582.6190237618036,19660.40176874815,-65723.12232545466,695.5987585215796,100076.68360711522,485.61192368807934,11.796241061248889,14566.391670465506,39.320803537496296,2848.792216291607,1708.488913704214,130405418.77570085,optimal,25.0,597500000.0
